load_id,pickup,delivery,distance,D,F,R,weight,market_index,quote_signal,posted_rate
TR-017151,2435.65,2324.52,128.3,0,1,0,37383,1.31298,1.23816,377.94
TR-017152,2287.47,2386.75,825.6,0,0,1,32850,1.32781,1.67386,2028.32
TR-017153,2399.97,2352.86,1390.6,0,0,1,22643,1.30443,1.89254,3111.34
TR-017154,2415.37,2363.52,2079.4,0,0,1,32216,1.25552,1.93276,4577.9
TR-017155,2379.67,2393.75,511.1,0,0,1,34252,1.28121,1.4068,1397.03
TR-017156,2352.86,2363.22,834.3,0,0,1,31293,1.32663,1.69898,2020.88
TR-017157,2371.44,2340.21,2137.2,1,0,0,21135,1.31104,2.28074,3974.93
TR-017158,2371.34,2384.81,600.8,1,0,0,27100,1.29048,2.14466,1241.95
TR-017159,2402.48,2364.24,835.6,0,0,1,19318,1.33687,1.80648,1978.04
TR-017160,2362.9,2324.52,587.4,0,1,0,35331,1.32689,1.8206,1349.89
TR-017161,2422.44,2415.37,2053.3,0,0,1,16410,1.33777,2.12434,4186.01
TR-017162,2352.86,2435.25,1152,0,1,0,17005,1.33049,1.96218,2525.91
TR-017163,2398.95,2399.97,853.7,1,0,0,27006,1.32903,2.12782,1810.48
TR-017164,2428.65,2363.22,3090.5,1,0,0,40814,1.32146,2.27339,5812.89
TR-017165,2364.24,2436.78,530.8,0,0,1,40706,1.35968,1.58914,1336.37
TR-017166,2324.76,2415.37,1922.6,0,0,1,28222,1.3024,2.06106,4105
TR-017167,2373.98,2422.44,1985,0,0,1,46894,1.30955,1.88819,4439.16
TR-017168,2417.11,2381.78,983.6,1,0,0,42137,1.29314,2.08445,2030.14
TR-017169,2330.21,2368.14,2677.9,0,0,1,39129,1.33013,2.08385,5542.63
TR-017170,2428.65,2371.44,1200.8,1,0,0,46336,1.3118,2.11756,2446.34
TR-017171,2360.34,2391.87,1137.7,0,1,0,30984,1.36325,1.90104,2538.9
TR-017172,2341.23,2364.24,717.9,1,0,0,40416,1.28432,1.97408,1579.62
TR-017173,2398.95,2368.14,1353.9,1,0,0,33097,1.3504,2.10077,2780.94
TR-017174,2436.78,2393.75,843.9,1,0,0,34366,1.2905,2.02936,1791.83
TR-017175,2287.47,2437.61,1201.8,0,0,1,39821,1.32639,1.73657,2873.32
TR-017176,2363.22,2341.23,2072.8,1,0,0,37362,1.31946,2.23789,4057.64
TR-017177,2402.48,2381.28,744.7,1,0,0,31825,1.32757,1.97125,1632.12
TR-017178,2437.61,2363.22,497.9,1,0,0,36989,1.29978,1.839,1144.33
TR-017179,2391.87,2362.9,751.3,1,0,0,18457,1.36215,2.13331,1525.4
TR-017180,2364.24,2393.75,538.4,0,0,1,17661,1.33219,1.57737,1366.55
TR-017181,2381.28,2286.31,643.7,1,0,0,23974,1.26112,1.97045,1395.71
TR-017182,2421.42,2337.42,730.2,0,1,0,34827,1.35812,1.7253,1775.34
TR-017183,2268.79,2345.35,724.5,0,0,1,31774,1.2999,1.727,1765.85
TR-017184,2421.42,2363.52,847,0,0,1,35360,1.33453,1.59696,2110.82
TR-017185,2405.63,2330.21,1794.1,1,0,0,27780,1.32534,2.21136,3506
TR-017186,2324.52,2435.65,135.7,1,0,0,26179,1.32964,1.45119,367.62
TR-017187,2371.34,2381.28,1281.1,1,0,0,40259,1.34412,2.15298,2530.67
TR-017188,2332,2381.78,1110.9,1,0,0,25368,1.31014,2.10231,2249.3
TR-017189,2364.24,2405.63,273.7,0,0,1,13394,1.31274,1.50722,724.6
TR-017190,2399.97,2428.65,998,1,0,0,38103,1.34057,2.16473,1998.59
TR-017191,2347.42,2435.65,854.1,1,0,0,36509,1.34964,2.04222,1835.61
TR-017192,2417.11,2319.61,400.9,1,0,0,20426,1.35216,1.96674,873.96
TR-017193,2332,2341.75,1963.3,0,0,1,36568,1.3151,1.92444,4376.38
TR-017194,2417.11,2400.16,3008.7,0,0,1,21672,1.3224,2.21212,5830.04
TR-017195,2362.9,2287.47,1206.6,1,0,0,40308,1.32872,2.01039,2616.19
TR-017196,2428.65,2415.59,1607.8,0,0,1,36734,1.35547,1.81066,3838.81
TR-017197,2362.03,2436.78,2271.9,0,0,1,32854,1.28365,1.99614,4897.28
TR-017198,2399.97,2495.5,339.6,0,0,1,26590,1.29735,1.55686,883.36
TR-017199,2437.61,2345.35,1619.5,1,0,0,30537,1.29686,2.25189,3086.32
TR-017200,2437.61,2360.37,1696.6,1,0,0,39061,1.25219,2.0948,3470.78
TR-017201,2405.63,2435.65,350,0,0,1,28139,1.2104,1.55682,917.32
TR-017202,2422.44,2330.56,1856.6,1,0,0,29518,1.2429,2.21534,3679.17
TR-017203,2363.52,2405.2,1018.6,0,1,0,24735,1.2064,1.90318,2256.39
TR-017204,2495.5,2341.23,821,0,1,0,46150,1.24356,1.88467,1895.08
TR-017205,2363.22,2371.34,2890.3,1,0,0,41969,1.22269,2.31847,5418.03
TR-017206,2376.18,2386.75,875,0,0,1,33347,1.22405,1.7464,2100.66
TR-017207,2330.21,2360.37,1957.9,1,0,0,21394,1.24799,2.23642,3710.54
TR-017208,2360.34,2372.39,782.8,1,0,0,28855,1.1956,2.01511,4002.84
TR-017209,2398.95,2421.42,406.6,1,0,0,25341,1.19746,1.70658,986.06
TR-017210,2381.78,2417.11,967.3,1,0,0,28343,1.23363,2.183,1910.37
TR-017211,2371.34,2332,2172.9,1,0,0,31005,1.22394,2.25999,4075.6
TR-017212,2341.23,2362.03,2409.4,0,1,0,34342,1.26217,2.06693,4966.49
TR-017213,2363.22,2341.23,2122.9,0,1,0,23705,1.23166,2.23701,4118.66
TR-017214,2417.11,2436.78,911.7,1,0,0,28711,1.25937,2.11553,1833.9
TR-017215,2360.34,2422.44,1009.8,0,1,0,26170,1.21027,1.97246,2269.34
TR-017216,2304.9,2340.21,2673.9,0,0,1,36895,1.22268,2.16933,5424.29
TR-017217,2278.07,2384.81,2256.7,0,1,0,29250,1.24464,2.11014,4547.86
TR-017218,2304.9,2363.22,2524.5,1,0,0,30867,1.27498,2.35069,4665.31
TR-017219,2363.52,2422.44,208.6,1,0,0,44017,1.24305,1.40136,577.98
TR-017220,2381.78,2436.78,346.9,1,0,0,37959,1.18709,1.87755,804.16
TR-017221,2386.75,2337.42,463.3,1,0,0,26431,1.21569,1.92997,1010.43
TR-017222,2384.81,2386.75,443.4,1,0,0,38128,1.21109,1.82692,1022.46
TR-017223,2381.28,2343.52,884.2,1,0,0,38950,1.25552,2.00723,1877.87
TR-017224,2341.75,2324.76,1230.4,0,0,1,26595,1.22913,1.91612,2745.27
TR-017225,2324.76,2415.37,1963.8,1,0,0,36957,1.20678,2.18786,3882.57
TR-017226,2278.07,2372.39,1414.3,0,0,1,25414,1.26408,1.9809,3034.74
TR-017227,2402.48,2381.78,835.9,0,1,0,27676,1.21631,1.83981,1924.78
TR-017228,2417.11,2379.67,1794.3,0,0,1,38411,1.23845,1.90147,4109.44
TR-017229,2372.39,2415.37,1942.2,0,0,1,30086,1.21867,1.96858,4139.57
TR-017230,2368.14,2435.65,755,1,0,0,35598,1.21666,1.96759,1642
TR-017231,2360.37,2343.52,377.7,0,0,1,41174,1.24826,1.39886,1053.51
TR-017232,2330.21,2376.18,2935.1,0,1,0,25936,1.23697,2.18991,5742.72
TR-017233,2415.59,2381.78,631.2,1,0,0,28030,1.21195,1.8468,1420.52
TR-017234,2400.16,2330.21,325.8,0,1,0,32262,1.24296,1.68914,804.44
TR-017235,2371.34,2379.67,1979.4,1,0,0,32822,1.27405,2.27437,3760.22
TR-017236,2391.87,2373.98,1807.1,1,0,0,22269,1.23011,2.33731,3214.54
TR-017237,2381.28,2330.56,1620.8,1,0,0,17876,1.25343,2.21681,3077.58
TR-017238,2376.18,2402.48,1809.2,0,0,1,33252,1.30596,1.89068,4146.24
TR-017239,2405.63,2368.14,988.6,1,0,0,31381,1.25002,2.13614,1975.01
TR-017240,2402.48,2360.34,311.4,0,1,0,10529,1.21572,1.47778,823.21
TR-017241,2381.28,2372.39,338.3,0,0,1,27526,1.23487,1.42483,919.65
TR-017242,2381.28,2300.56,936.5,0,0,1,39009,1.2464,1.80795,2230.02
TR-017243,2341.75,2421.42,1784.5,1,0,0,30408,1.18317,2.18102,3409.59
TR-017244,2319.61,2363.52,871.1,0,1,0,24371,1.2033,2.05985,1818.23
TR-017245,2362.03,2340.21,228.2,0,0,1,43818,1.21179,1.23705,672.96
TR-017246,2352.86,2341.75,2131.4,0,0,1,37116,1.27882,1.88671,4811.6
TR-017247,2319.61,2285.72,599,0,0,1,21901,1.25847,1.95312,1332.94
TR-017248,2422.44,2402.48,739.7,1,0,0,42321,1.2361,1.88901,1680.19
TR-017249,2360.37,2343.52,398.1,1,0,0,30102,1.25249,1.87624,916.87
TR-017250,2330.21,2421.42,1203.6,1,0,0,28739,1.27216,2.06538,2501.05
TR-017251,2398.95,2287.47,198.3,1,0,0,34298,1.24744,1.27966,566.13
TR-017252,2372.39,2373.98,1942.7,1,0,0,28534,1.27946,2.25321,3662.86
TR-017253,2345.35,2415.59,895.5,0,1,0,31020,1.2121,1.90475,2017.87
TR-017254,2324.76,2379.67,707.6,1,0,0,35187,1.22861,1.80316,1645.77
TR-017255,2421.42,2304.9,1572.3,1,0,0,40441,1.23372,2.18315,3077.59
TR-017256,2386.75,2381.28,613.8,1,0,0,29834,1.24618,1.89916,1376.25
TR-017257,2417.11,2340.21,3056.8,1,0,0,30021,1.2198,2.3238,5498.29
TR-017258,2304.9,2360.34,1688.4,1,0,0,24906,1.22133,2.30125,3134.5
TR-017259,2379.67,2399.97,1151.4,1,0,0,41044,1.23683,1.9983,2420.34
TR-017260,2399.97,2437.61,1583.2,0,1,0,38919,1.17169,2.03691,3360.94
TR-017261,2300.56,2384.81,243.8,1,0,0,20153,1.23248,1.73652,581.16
TR-017262,2372.39,2363.22,1813.2,1,0,0,23568,1.24347,2.18665,3501.11
TR-017263,2371.34,2381.28,1280.8,1,0,0,33375,1.13129,2.2678,2422.14
TR-017264,2340.21,2363.22,229.8,0,1,0,37396,1.23592,1.47015,629.82
TR-017265,2393.75,2363.22,1668,0,0,1,47223,1.1855,1.88604,3833.35
TR-017266,2371.34,2364.24,1024,1,0,0,22995,1.19825,2.2987,1926.5
TR-017267,2371.34,2435.65,1091.5,1,0,0,18040,1.22082,2.21932,2073.59
TR-017268,2422.44,2402.48,778.1,0,0,1,24598,1.24118,1.75112,1828
TR-017269,2381.28,2422.44,337.5,1,0,0,26563,1.23106,1.83709,791.69
TR-017270,2352.86,2384.81,1924.1,0,1,0,36100,1.2126,1.88757,4180.3
TR-017271,2405.2,2360.37,1066,1,0,0,30044,1.20247,2.0345,2215.78
TR-017272,2435.65,2337.42,324.8,1,0,0,43451,1.21986,1.6117,809.8
TR-017273,2435.25,2371.34,1161,0,0,1,28646,1.28834,1.9411,2554.5
TR-017274,2287.47,2435.65,712,1,0,0,25282,1.24176,1.97988,1558.33
TR-017275,2341.75,2384.81,340.3,0,1,0,17296,1.27378,1.71339,827.71
TR-017276,2400.16,2330.21,322.1,1,0,0,29578,1.22501,1.87934,736.08
TR-017277,2379.67,2415.59,452.9,1,0,0,34116,1.253,1.72388,1107.32
TR-017278,2435.65,2400.16,2437.5,0,1,0,36603,1.20543,2.06877,4972.31
TR-017279,2363.22,2332,1199.5,0,0,1,24259,1.26653,1.8256,2756.26
TR-017280,2381.28,2368.14,1095.8,0,1,0,37417,1.23695,1.90379,2435.84
TR-017281,2362.03,2399.97,2353.5,0,0,1,17164,1.23627,2.08038,4709.05
TR-017282,2402.48,2337.42,607.7,1,0,0,21815,1.24136,1.99386,1323.58
TR-017283,2398.95,2347.32,209.5,1,0,0,25955,1.22155,1.49309,557.48
TR-017284,2347.32,2345.35,944,1,0,0,,1.24765,2.1341,1891.76
TR-017285,2324.76,2399.97,799.7,0,0,1,42007,1.25803,1.62169,1981.95
TR-017286,2381.28,2435.65,630.6,0,0,1,18774,1.25787,1.7872,1463.58
TR-017287,2340.21,2363.52,2241.8,1,0,0,34207,1.26003,2.26472,4252.85
TR-017288,2399.97,2437.61,1617.3,0,1,0,32311,1.28316,2.05361,3402.96
TR-017289,2415.59,2300.56,1032.5,1,0,0,24029,1.23671,2.18728,2054.07
TR-017290,2402.48,2363.22,1506.5,0,0,1,27707,1.27871,1.91678,3355.34
TR-017291,2341.23,2352.86,1299.3,1,0,0,33244,1.21931,2.04456,2676.84
TR-017292,2405.63,2363.22,1907.3,0,0,1,36778,1.20582,1.91085,4280.86
TR-017293,2422.44,2341.75,944.5,1,0,0,25114,1.21581,2.17293,1854.43
TR-017294,2372.39,2363.52,239.6,1,0,0,37406,1.22925,1.54577,629.94
TR-017295,2386.75,2364.24,183.6,0,0,1,42079,1.20921,1.24135,529.15
TR-017296,2381.28,2285.72,358.3,1,0,0,41666,1.28519,1.67666,878.52
TR-017297,2287.47,2495.5,712.3,1,0,0,34272,1.1993,1.91679,1576.8
TR-017298,2379.67,2337.42,885,0,1,0,34623,1.24998,1.67069,2169.13
TR-017299,2415.37,2278.07,533.4,1,0,0,42547,1.17846,1.89671,1205.38
TR-017300,2428.65,2372.39,1310,1,0,0,39908,1.25218,2.04106,2752.78
TR-017301,2384.81,2364.24,529.7,0,0,1,29161,1.19259,1.81307,1275.22
TR-017302,2381.28,2304.9,815.6,1,0,0,41366,1.24124,2.00517,1746.3
TR-017303,2391.87,2417.11,1063.8,0,1,0,36722,1.22229,2.04072,2294.75
TR-017304,2363.22,2402.48,1516.2,0,0,1,28429,1.23424,1.90566,3427.63
TR-017305,2399.97,2300.56,705.8,0,0,1,19339,1.20865,1.92463,1570.14
TR-017306,2405.63,2363.22,1876.1,1,0,0,47500,1.24196,2.2029,3697.61
TR-017307,2371.44,2400.16,2130.6,0,1,0,14957,1.2712,2.2545,4150.21
TR-017308,2363.52,2372.39,228.1,1,0,0,47500,1.1918,1.45302,610.23
TR-017309,2435.65,2345.35,646.5,0,0,1,32283,1.26152,1.78127,1556.17
TR-017310,2363.22,2436.78,2094.8,1,0,0,32377,1.24342,2.27518,3988.97
TR-017311,2324.76,2386.75,499.7,0,1,0,36728,1.24788,1.58509,1261.77
TR-017312,2371.44,2437.61,1508.4,0,0,1,16265,1.22651,2.03918,3202.58
TR-017313,2364.24,2300.56,521.6,1,0,0,,1.27217,1.91187,1176.92
TR-017314,2360.37,2324.76,264.5,1,0,0,15388,1.21418,1.74845,643.47
TR-017315,2332,2337.42,977.3,1,0,0,36317,1.24251,1.96697,2115.84
TR-017316,2340.21,2363.22,236.5,0,0,1,42557,1.21489,1.19579,689.24
TR-017317,2381.78,2372.39,345.5,1,0,0,24323,1.21676,1.88188,789.78
TR-017318,2352.86,2363.22,828.6,0,0,1,40942,1.27742,1.72899,1986.33
TR-017319,2415.37,2417.11,2941.7,1,0,0,22773,1.24664,2.40906,5047.93
TR-017320,2278.07,2319.61,2258,1,0,0,29514,1.27081,2.30001,4247.36
TR-017321,2352.86,2332,423.5,1,0,0,31961,1.23447,1.74583,1016.14
TR-017322,2340.21,2405.63,2095.3,1,0,0,46903,1.16036,2.18976,3922.81
TR-017323,2364.24,2287.47,751.5,1,0,0,29545,1.24168,2.03769,1592.7
TR-017324,2373.98,2436.78,1898.7,1,0,0,26334,1.21588,2.28934,3484.63
TR-017325,2363.52,2415.37,2090,0,0,1,41699,1.2116,1.97849,4514.43
TR-017326,2360.37,2495.5,617.6,1,0,0,16330,1.22988,2.07717,1278.57
TR-017327,2364.24,2363.52,218.3,1,0,0,14259,1.26584,1.70101,538.49
TR-017328,2341.75,2398.95,1398.5,0,1,0,28352,1.22713,2.13273,2877.52
TR-017329,2415.37,2381.28,1881.8,1,0,0,29395,1.18617,2.26515,3557.97
TR-017330,2363.22,2324.76,1956.3,0,1,0,41544,1.25033,2.00665,4235.96
TR-017331,2337.42,2352.86,1226.8,1,0,0,29812,1.2174,2.11489,2472.54
TR-017332,2398.95,2278.07,1234.5,0,1,0,23300,1.27329,1.86574,2734.86
TR-017333,2341.75,2372.24,792.7,1,0,0,23779,1.21764,2.21307,1561.69
TR-017334,2405.63,2400.16,2042.9,1,0,0,41561,1.20518,2.21899,3960.05
TR-017335,2347.42,2345.88,770.1,0,0,1,36886,1.25687,1.69979,1861.46
TR-017336,2362.03,2372.39,2139.1,1,0,0,21093,1.18673,2.32927,3871.03
TR-017337,2384.81,2364.24,554.4,0,0,1,37936,1.23786,1.6793,1352.55
TR-017338,2360.34,2405.63,831.7,0,0,1,30820,1.24551,1.67398,2059.77
TR-017339,2360.37,2292.95,1917.7,0,1,0,37098,1.2503,2.03149,4092.12
TR-017340,2360.37,2362.03,2531.2,0,0,1,33044,1.22437,1.97228,5436.49
TR-017341,2436.78,2437.61,1552.8,0,1,0,28714,1.25125,2.16354,3082.66
TR-017342,2428.65,2436.78,1063.3,1,0,0,35918,1.26938,2.1745,2082.43
TR-017343,2330.21,2292.95,337.4,1,0,0,29051,1.28518,1.7757,804.88
TR-017344,2300.56,2287.47,1133.2,0,0,1,9808,1.21341,1.91209,2521.42
TR-017345,2384.81,2495.5,772.2,1,0,0,32574,1.25497,2.11512,1597.11
TR-017346,2341.75,2352.86,2137.2,0,0,1,29625,1.22203,1.98413,4600.7
TR-017347,2340.21,2304.9,2645.8,1,0,0,35541,1.18823,2.28919,4872.27
TR-017348,2381.78,2285.72,208,1,0,0,36158,1.19928,1.53828,538.49
TR-017349,2435.65,2268.79,269.4,1,0,0,45113,1.23004,1.56781,699.89
TR-017350,2436.78,2422.44,509.9,1,0,0,25776,1.2287,1.9788,1104.25
TR-017351,2286.31,2415.37,1548.6,1,0,0,34469,1.23066,2.07288,3173.75
TR-017352,2345.35,2381.78,337.7,0,1,0,35097,1.26144,1.67165,833.53
TR-017353,2360.34,2417.11,1856.4,1,0,0,25818,1.20901,2.21844,3574.97
TR-017354,2268.79,2373.98,2104.4,0,1,0,40525,1.24236,2.13186,4369.63
TR-017355,2371.34,2340.21,3186.1,1,0,0,43984,1.19835,2.25459,5948.04
TR-017356,2428.65,2287.47,1688.6,1,0,0,27931,1.2209,2.14007,3351.23
TR-017357,2393.75,2319.61,1229.5,1,0,0,34662,1.19256,2.12252,2464.68
TR-017358,2347.42,2341.75,1007.2,1,0,0,33935,1.1587,2.17247,1970.07
TR-017359,2343.52,2362.03,2715.1,0,0,1,29827,1.142,2.08216,5639.7
TR-017360,2345.35,2340.21,2282.8,1,0,0,34514,1.21715,2.26832,4227.3
TR-017361,2415.37,2386.75,2353.2,1,0,0,40335,1.16276,2.17214,4639.66
TR-017362,2371.34,2428.65,407.9,0,0,1,38755,1.18942,1.60003,1025.32
TR-017363,2340.21,2372.39,1980.6,1,0,0,34932,1.18412,2.15445,3864.63
TR-017364,2287.47,2330.21,1469.3,0,0,1,21135,1.15048,1.94865,3240.39
TR-017365,2324.52,2405.63,439.7,0,0,1,31516,1.12063,1.61199,1114.59
TR-017366,2337.42,2437.61,1600,1,0,0,30540,1.17574,2.14996,3172.46
TR-017367,2402.48,2422.44,756.3,1,0,0,28389,1.17385,2.00088,1627.7
TR-017368,2352.86,2363.52,1227.7,0,0,1,21034,1.16721,1.99752,2632.86
TR-017369,2398.95,2332,589.9,1,0,0,25514,1.1097,1.9767,1298.53
TR-017370,2285.72,2405.63,418.2,0,0,1,24556,1.19856,1.53715,1072.28
TR-017371,2495.5,2363.52,370.1,1,0,0,41260,1.18852,1.70052,903.12
TR-017372,2373.98,2417.11,2777.6,0,0,1,33158,1.1507,2.15601,23662.71
TR-017373,2381.28,2324.52,742.2,1,0,0,24956,1.20928,2.1169,1525.82
TR-017374,2379.67,2373.98,1472.2,1,0,0,27962,1.17009,2.11933,2928.06
TR-017375,2341.23,2381.78,957.5,1,0,0,30965,1.14767,2.12742,1969.26
TR-017376,2436.78,2340.21,2222.6,1,0,0,32294,1.17593,2.22457,4213.75
TR-017377,2384.81,2363.52,686.4,1,0,0,35274,1.16094,1.94189,1508.16
TR-017378,2324.76,2330.56,1799.6,0,0,1,25538,1.14971,2.01082,3780.03
TR-017379,2495.5,2398.95,544,1,0,0,36635,1.18428,1.85779,1231.08
TR-017380,2381.28,2337.42,776.3,1,0,0,19943,1.17297,2.10014,1570.61
TR-017381,2332,2372.24,1499.5,0,1,0,29265,1.17358,2.07744,3104.11
TR-017382,2417.11,2415.37,2950.3,1,0,0,29204,1.18281,2.33455,5298.34
TR-017383,2435.25,2352.86,1181.1,1,0,0,31451,1.19397,2.04241,2481.79
TR-017384,2287.47,2363.22,1634.8,1,0,0,31102,1.21766,2.09374,3249.74
TR-017385,2340.21,2372.39,2015.3,0,1,0,33377,1.17109,2.13889,13847.57
TR-017386,2422.44,2384.81,649.1,1,0,0,46115,1.10913,1.95961,1400.43
TR-017387,2286.31,2364.24,784.7,1,0,0,45139,1.15647,1.99569,1704.72
TR-017388,2373.98,2371.34,2880.9,1,0,0,39866,1.20479,2.34513,5230.39
TR-017389,2268.79,2364.24,324.8,1,0,0,33929,1.17141,1.7274,777.52
TR-017390,2327.6,2386.75,498.4,0,1,0,24294,1.18936,1.81802,1161.57
TR-017391,2415.37,2381.28,1910,1,0,0,40632,1.21169,2.18419,3770.21
TR-017392,2402.48,2386.75,936,1,0,0,41168,1.18049,1.97459,2032.74
TR-017393,2421.42,2435.65,1023.8,1,0,0,32792,1.19569,2.01395,2165.22
TR-017394,2364.24,2347.32,725.5,1,0,0,23643,1.18834,2.05388,1547.14
TR-017395,2268.79,2345.35,730.1,0,0,1,36307,1.13609,1.8112,1726.47
TR-017396,2415.37,2376.18,3179.8,1,0,0,31553,1.17295,2.29659,5828.71
TR-017397,2285.72,2360.37,645.3,1,0,0,46083,1.21004,1.93853,1434.43
TR-017398,2341.75,2324.52,813.3,1,0,0,42424,1.17711,1.99875,1697.34
TR-017399,2337.42,2371.34,1414.1,0,1,0,24141,1.20672,2.15249,2837.85
TR-017400,2399.97,2337.42,820.9,0,1,0,41345,1.16588,1.87343,1868.63
TR-017401,2287.47,2337.42,466.1,1,0,0,39535,1.13989,1.83416,1094.03
TR-017402,2347.32,2345.88,1266,1,0,0,32203,1.2411,2.15323,2562.63
TR-017403,2364.24,2398.95,625.6,1,0,0,20586,1.18736,2.04339,1345.06
TR-017404,2373.98,2417.11,2816.1,1,0,0,32208,1.1774,2.37806,5012.14
TR-017405,2304.9,2363.22,2434.5,1,0,0,25473,1.1941,2.42173,4239.71
TR-017406,2319.61,2393.75,1178.6,1,0,0,26066,1.15537,2.31335,2198.65
TR-017407,2386.75,2435.65,132.8,0,0,1,39485,1.18544,1.08216,414.27
TR-017408,2436.78,2324.76,986.7,0,1,0,42813,1.17375,1.86112,2235.54
TR-017409,2435.65,2332,1181.3,1,0,0,26095,1.19048,2.09015,2411.61
TR-017410,2332,2398.95,586.8,0,0,1,34170,1.21083,1.50809,1542.51
TR-017411,2304.9,2352.86,1807.5,1,0,0,25957,1.16083,2.24476,3416.68
TR-017412,2373.98,2384.81,2617.3,0,1,0,21409,1.17612,2.23262,4952.77
TR-017413,2386.75,2428.65,891.8,0,0,1,30981,1.16098,1.90042,2048.95
TR-017414,2362.9,2379.67,1476.8,1,0,0,18214,1.18895,2.28105,2817.4
TR-017415,2372.24,2386.75,648.9,0,0,1,38380,1.13505,1.78547,1548.98
TR-017416,2415.59,2428.65,1612.7,1,0,0,37462,1.21797,2.21229,3228.34
TR-017417,2372.39,2364.24,347.7,1,0,0,25315,1.17667,1.8368,805.1
TR-017418,2341.75,2330.56,2788.9,1,0,0,39338,1.1454,2.30866,5089.1
TR-017419,2324.76,2415.37,1930.6,1,0,0,39760,1.21286,2.11646,3876.77
TR-017420,2428.65,2384.81,469.7,0,1,0,27912,1.18464,1.75238,1114.14
TR-017421,2345.88,2405.2,1707.3,1,0,0,11743,1.18012,2.35584,3058.55
TR-017422,2402.48,2286.31,110.4,1,0,0,35713,1.20546,1.1603,331.99
TR-017423,2384.81,2437.61,2160.5,0,0,1,34863,1.16342,2.00499,4529.77
TR-017424,2384.81,2347.32,1264.7,1,0,0,34955,1.17123,2.17208,2508.43
TR-017425,2278.07,2435.65,1788.4,1,0,0,37695,1.11948,2.19041,3560.61
TR-017426,2400.16,2347.42,2211.4,0,0,1,30533,1.14403,2.19224,4430.44
TR-017427,2292.95,2364.24,1851.8,0,0,1,39563,1.16925,1.99801,3973.01
TR-017428,2341.23,2415.59,506.1,0,1,0,32510,1.18635,1.59338,1275.57
TR-017429,2332,2402.48,385.7,1,0,0,33906,1.20426,1.60837,976.69
TR-017430,2343.52,2371.44,512.9,0,0,1,28877,1.16671,1.59151,1289.61
TR-017431,2319.61,2372.39,999.2,0,0,1,39252,1.18271,1.83834,2305.44
TR-017432,2405.63,2421.42,767.9,1,0,0,40833,1.16252,1.88802,1746.55
TR-017433,2362.9,2364.24,500.8,0,1,0,30746,1.17238,1.8357,1160.97
TR-017434,2373.98,2268.79,2111.5,0,1,0,26352,1.17415,2.15063,4290.4
TR-017435,2352.86,2422.44,1194.5,1,0,0,31048,1.18546,2.07847,2466.13
TR-017436,2381.28,2379.67,794.8,1,0,0,28125,1.12568,2.00642,1685.41
TR-017437,2405.63,2371.34,1245,1,0,0,19555,1.23743,2.21358,2399.55
TR-017438,2417.11,2347.42,972.1,0,1,0,23819,1.13292,2.06453,2010.43
TR-017439,2341.75,2398.95,1415.1,0,1,0,47500,1.1944,2.02049,3089.75
TR-017440,2287.47,2405.63,515,1,0,0,36293,1.19407,1.83257,1211.65
TR-017441,2347.32,2400.16,1555.4,1,0,0,37927,1.21301,2.12218,3207.84
TR-017442,2363.52,2324.52,309.7,0,1,0,27249,1.13643,1.58164,793.28
TR-017443,2360.34,2286.31,351.4,1,0,0,41584,1.12473,1.63634,885.49
TR-017444,2340.21,2327.6,1973.3,1,0,0,29280,1.19835,2.26634,3722.21
TR-017445,2324.76,2415.37,1915.4,1,0,0,38902,1.16865,2.15973,3808.1
TR-017446,2347.42,2330.56,1947.9,1,0,0,39313,1.2025,2.30087,3634.83
TR-017447,2415.37,2304.9,2611.9,1,0,0,30147,1.17691,2.34292,4697.26
TR-017448,2347.42,2495.5,471.2,0,1,0,31886,1.17655,1.75235,1124.85
TR-017449,2373.98,2379.67,1474.9,1,0,0,30782,1.17943,2.17742,2893.92
TR-017450,2372.39,2360.48,1121,1,0,0,23068,1.14163,2.11673,2295.38
TR-017451,2343.52,2381.28,871.3,0,1,0,18831,1.14032,2.02764,1860.95
TR-017452,2371.34,2340.21,3076.9,0,0,1,40141,1.14188,2.10227,6321.26
TR-017453,2319.61,2341.75,399.2,1,0,0,32403,1.19759,1.98758,869.5
TR-017454,2435.65,2352.86,1380.3,1,0,0,34047,1.20803,2.06371,2840.36
TR-017455,2405.63,2364.24,259.4,1,0,0,31437,1.17313,1.65633,644.64
TR-017456,2393.75,2372.39,198.2,1,0,0,32139,1.17787,1.39746,546.01
TR-017457,2384.81,2437.61,2112.6,1,0,0,38619,1.1401,2.34206,3944.34
TR-017458,2347.32,2292.95,1210,1,0,0,26423,1.1702,2.20788,2368.23
TR-017459,2381.28,2352.86,982.6,1,0,0,26548,1.16568,2.13065,1956.98
TR-017460,2495.5,2381.78,113.7,1,0,0,25871,1.17888,1.54292,303.11
TR-017461,2376.18,2330.56,2971.2,0,1,0,28504,1.20747,2.07951,5939.71
TR-017462,2386.75,2435.25,346.3,1,0,0,26251,1.21377,1.82638,794.96
TR-017463,2345.88,2376.18,496.3,0,1,0,34480,1.14629,1.79789,1183.71
TR-017464,2417.11,2436.78,919.1,0,0,1,18810,1.14757,2.01422,1965.91
TR-017465,2415.37,2363.22,364.4,0,0,1,28466,1.1289,1.57698,945.02
TR-017466,2363.22,2381.28,1755,1,0,0,24026,1.15495,2.25918,3229.35
