load_id,pickup,delivery,distance,D,F,R,weight,market_index,quote_signal
TE-006433,2304.903794,2320.498273,642.7,0,0,1,17265,0.9723,2.09696
TE-006434,2393.746127,2381.27122,1866.8,1,0,0,27807,1.00239,2.15716
TE-006435,2341.754674,2332.539852,391.9,0,1,0,,1.0052,1.80578
TE-006436,2398.948371,2410.21985,1951.1,0,0,1,14216,0.99039,1.97094
TE-006437,0,2477.834595,1415.2,1,0,0,26515,0.98729,1.89826
TE-006438,2405.200865,2358.126773,2185.9,1,0,0,20954,0.99709,2.01737
TE-006439,2386.745584,2320.498273,267.4,1,0,0,29703,0.99785,2.67784
TE-006440,2398.948371,2332.539852,1121.5,1,0,0,19326,1.01052,2.40484
TE-006441,0,2325.536004,2123.7,1,0,0,33643,0.98375,2.01444
TE-006442,2422.435157,2358.126773,1127,1,0,0,31513,0.96608,1.84337
TE-006443,2352.858014,0,1553.6,0,0,1,30143,0.97411,2.11641
TE-006444,2381.780508,0,610.4,1,0,0,28348,0.98031,1.92273
TE-006445,2324.758747,2314.794916,1156.5,1,0,0,37831,0.99362,1.92421
TE-006446,2268.785714,2438.853011,863.5,1,0,0,35186,0.99442,2.32324
TE-006447,2360.475293,2396.610566,1465.6,1,0,0,26464,1.00054,2.35456
TE-006448,2352.858014,2332.539852,1798.3,1,0,0,42342,1.03044,2.03636
TE-006449,2340.208547,2368.183601,2281.4,0,1,0,47151,1.00967,1.91519
TE-006450,0,2344.086786,286.2,1,0,0,19954,0.94743,1.81412
TE-006451,2368.143591,2360.440814,1312.3,1,0,0,28512,0.98502,2.12385
TE-006452,2422.435157,2358.126773,1133.6,1,0,0,21803,0.93606,2.24768
TE-006453,2405.200865,2361.203303,1068,1,0,0,22671,1.02253,1.77476
TE-006454,2347.421012,2213.265057,1413.2,1,0,0,36828,1.00051,2.22031
TE-006455,2330.211578,2344.086786,259.8,1,0,0,31503,0.98028,2.37541
TE-006456,2381.780508,2393.860138,1920.9,1,0,0,38704,0.99507,2.35353
TE-006457,2386.745584,2335.521141,2367,1,0,0,41538,0.9852,1.88449
TE-006458,2384.808275,2314.794916,261.2,0,0,1,37909,,2.08601
TE-006459,2381.780508,2365.846109,699.6,1,0,0,32220,0.9597,1.88357
TE-006460,0,2396.610566,841.9,1,0,0,22145,0.94815,2.17095
TE-006461,0,2344.086786,2136.4,1,0,0,35724,1.02225,2.23891
TE-006462,2347.323839,2360.440814,207.1,1,0,0,15807,1.03009,1.83436
TE-006463,0,2319.338213,1913.3,0,1,0,31332,1.02453,1.5624
TE-006464,2371.441718,2343.268614,517.9,1,0,0,40408,1.00359,1.92781
TE-006465,2331.999937,2409.776871,801.6,0,1,0,31225,0.96435,2.03759
TE-006466,2435.651745,2319.338213,343.3,1,0,0,20634,1.02321,2.05973
TE-006467,2381.275964,2332.539852,825.2,1,0,0,31861,0.96623,1.98627
TE-006468,2278.068216,2323.32636,1535.3,0,0,1,,0.99474,1.94067
TE-006469,2304.903794,2350.789479,729,1,0,0,29268,1.03984,1.72351
TE-006470,2360.343076,2376.58651,1380.1,0,1,0,19899,1.03652,2.18234
TE-006471,2363.517172,2416.177713,585.1,1,0,0,11299,1.0327,2.13735
TE-006472,2347.421012,2358.126773,963.9,1,0,0,38997,0.99503,1.56528
TE-006473,2327.602075,2416.177713,524.6,1,0,0,24076,1.08044,2.10136
TE-006474,2341.228856,2322.298305,1801.1,0,0,1,42522,1.05464,2.17383
TE-006475,2364.243526,2343.268614,374.3,0,1,0,17160,1.01034,2.37177
TE-006476,0,2423.152774,1308.8,1,0,0,25190,1.01862,2.32281
TE-006477,2341.228856,2319.338213,576.4,0,1,0,26362,0.99738,2.39477
TE-006478,2373.978362,2258.60468,2650,1,0,0,36326,1.01318,2.07755
TE-006479,2347.323839,2288.001041,1563.5,1,0,0,42401,1.04213,1.99562
TE-006480,2435.24564,2570.85934,331.5,1,0,0,27044,1.03825,1.95421
TE-006481,2362.030533,2394.652159,2391,0,1,0,19647,0.99234,2.28158
TE-006482,2376.175448,2333.621217,1377.1,0,0,1,34452,1.07118,2.22768
TE-006483,2417.105175,2409.776871,2313.2,0,0,1,41736,1.06341,1.88484
TE-006484,2399.973752,2376.58651,284.3,1,0,0,33431,1.00137,2.13021
TE-006485,2437.607814,2361.203303,1482.9,1,0,0,31425,1.01572,2.06963
TE-006486,2330.211578,2343.268614,2015.2,1,0,0,46116,1.01302,1.91291
TE-006487,2405.630936,2390.998973,1817.1,0,1,0,37449,1.02906,2.21609
TE-006488,2400.164778,2477.834595,2003.6,1,0,0,24730,1.02504,1.90181
TE-006489,2337.423269,2314.794916,1103.7,1,0,0,45397,1.02137,2.11668
TE-006490,2417.105175,2365.846109,1088.1,1,0,0,47500,1.05862,1.71165
TE-006491,2421.419866,2392.271247,871.5,1,0,0,40224,1.02773,1.99848
TE-006492,2399.973752,2358.454781,1318.4,1,0,0,37396,,1.98596
TE-006493,0,2323.32636,207.9,1,0,0,35266,1.00758,2.02412
TE-006494,2373.978362,2319.803941,2013,1,0,0,21892,1.03318,2.03948
TE-006495,2381.275964,2420.506514,1128.4,0,0,1,40557,1.05826,2.21651
TE-006496,2437.607814,2322.298305,452.9,0,0,1,23898,1.02593,2.08188
TE-006497,2436.782429,2423.152774,654.6,0,0,1,32659,1.00063,1.87227
TE-006498,2278.068216,2320.452,411.3,1,0,0,46350,1.0205,2.28023
TE-006499,2285.719116,2396.610566,883.9,1,0,0,30965,1.05589,2.13097
TE-006500,2422.435157,2373.732961,647.8,1,0,0,20302,1.03232,1.81581
TE-006501,2495.500445,2300.372527,1838.6,0,0,1,28723,0.99967,2.14733
TE-006502,2278.068216,2373.732961,2083.4,0,1,0,27299,1.04545,1.58834
TE-006503,2360.343076,2423.152774,1194.2,1,0,0,19615,1.05857,2.04516
TE-006504,2372.242708,2409.861852,1247.8,0,0,1,35030,1.01204,2.04336
TE-006505,2341.754674,2360.440814,1422.4,1,0,0,28719,1.03233,2.58602
TE-006506,0,2314.794916,70,1,0,0,28068,1.00177,1.73752
TE-006507,2347.323839,2451.387059,151.5,0,1,0,38043,1.00098,2.11457
TE-006508,2287.469184,2338.426828,189.4,1,0,0,33060,1.08374,1.76865
TE-006509,2399.973752,2350.789479,531.1,0,0,1,43790,1.00921,1.89994
TE-006510,2402.475076,2320.498273,1071.6,1,0,0,25406,0.97842,1.89406
TE-006511,2436.782429,2393.860138,2121.5,1,0,0,36005,0.99387,2.16849
TE-006512,2340.208547,0,1951.5,1,0,0,47500,1.02088,2.3431
TE-006513,2399.973752,2325.536004,1044.5,1,0,0,31195,0.97721,1.60954
TE-006514,2398.948371,2420.506514,1371.6,1,0,0,31558,1.0246,2.18165
TE-006515,2360.475293,2381.27122,3039.5,1,0,0,31454,1.00827,1.9663
TE-006516,2345.354121,2449.516032,469,0,1,0,29293,1.03684,1.92244
TE-006517,2324.758747,2431.916096,1298.9,0,1,0,32721,1.03784,1.98876
TE-006518,2330.555271,2365.846109,1977.1,0,0,1,33659,1.05923,2.35613
TE-006519,2363.220922,2300.372527,539.8,0,0,1,29971,0.98588,2.0218
TE-006520,2371.441718,2333.621217,422.6,0,0,1,32788,1.05977,2.06944
TE-006521,2372.242708,2350.789479,736.8,1,0,0,45541,1.00331,2.14783
TE-006522,2352.858014,2343.268614,1394,0,0,1,29945,0.99995,2.40649
TE-006523,2435.651745,2335.521141,2331.7,0,1,0,43184,1.00159,1.96798
TE-006524,2268.785714,2360.440814,405.7,0,1,0,26535,1.00678,2.32946
TE-006525,2360.369685,2365.846109,138.9,0,1,0,46327,1.01616,2.4021
TE-006526,2331.999937,2344.086786,1118.2,1,0,0,-40024,1.04122,2.22853
TE-006527,2347.421012,2401.643216,1678.4,0,0,1,22489,1.04049,1.897
TE-006528,2398.948371,2350.789479,463,1,0,0,38478,1.04094,2.12265
TE-006529,2360.475293,2314.56563,733,1,0,0,24612,1.03009,1.84961
TE-006530,2363.220922,2570.85934,2036.4,0,0,1,20685,0.99332,1.94205
TE-006531,2398.948371,0,668.4,1,0,0,45973,1.04271,1.84545
TE-006532,2287.469184,0,1493.7,0,1,0,31928,1.00309,2.04577
TE-006533,2415.371339,2416.13977,1846.2,0,1,0,33055,1.03583,1.58493
TE-006534,2417.105175,2319.338213,991.9,1,0,0,18597,1.01264,2.40259
TE-006535,2347.323839,2213.265057,484.4,1,0,0,27243,1.06097,1.92266
TE-006536,2347.323839,2394.652159,741.2,1,0,0,24498,1.04373,1.84449
TE-006537,2405.200865,2343.25078,1917.3,0,0,1,24911,1.03412,2.00974
TE-006538,2371.33693,0,372.1,1,0,0,20660,1.05275,1.47353
TE-006539,2399.973752,2213.265057,1328.9,0,1,0,26723,1.02829,1.96708
TE-006540,2399.973752,2416.177713,907.6,0,0,1,16570,1.02435,2.01755
TE-006541,2286.313212,2360.440814,167.2,0,1,0,28015,1.02844,2.12836
TE-006542,2371.33693,2288.001041,368.2,1,0,0,28980,1.03192,2.70646
TE-006543,2417.105175,2394.652159,806.2,0,1,0,45436,1.02854,2.16545
TE-006544,2415.590078,2440.931345,687.3,1,0,0,22746,1.03002,1.97623
TE-006545,2405.630936,2393.860138,1862.6,0,0,1,22820,1.07281,2.08984
TE-006546,2285.719116,2343.268614,130.2,0,0,1,41789,1.04076,1.85735
TE-006547,2371.441718,2361.203303,172.5,1,0,0,35605,1.03325,2.31863
TE-006548,2415.371339,2440.155246,2042.6,0,1,0,37438,1.00843,1.91194
TE-006549,2415.371339,2319.338213,1928.3,1,0,0,39953,1.02499,1.89843
TE-006550,2331.999937,0,1227.3,1,0,0,30446,0.97764,2.08805
TE-006551,2363.220922,2322.298305,323.8,1,0,0,37942,0.996,2.10098
TE-006552,2428.650697,2420.506514,249.3,1,0,0,37586,1.03,1.98419
TE-006553,2372.242708,2477.834595,393.7,0,1,0,32035,1.00844,1.791
TE-006554,2391.87245,2449.516032,788.7,1,0,0,19732,0.97134,1.99227
TE-006555,2268.785714,2440.155246,329.1,1,0,0,22549,1.01101,1.89126
TE-006556,2363.220922,2416.13977,1818.1,0,1,0,29507,0.98915,2.13138
TE-006557,2327.602075,2319.803941,324.3,1,0,0,22052,1.02071,1.84271
TE-006558,2340.208547,2438.853011,1508.9,0,1,0,25870,1.01829,2.277
TE-006559,2415.371339,2381.27122,449.3,0,0,1,24361,1.04543,2.25427
TE-006560,2324.519959,2390.998973,2185.2,0,1,0,24149,0.98017,1.81214
TE-006561,2362.895358,2314.794916,283.2,1,0,0,21847,1.01064,2.22442
TE-006562,2415.590078,2319.338213,371.3,0,0,1,20592,1.01874,2.17459
TE-006563,2379.670669,2319.338213,734.9,1,0,0,41364,1.02139,2.2809
TE-006564,2363.220922,2361.203303,1997.5,1,0,0,30722,1.01035,2.18748
TE-006565,2391.87245,2348.170183,337.4,1,0,0,20509,1.02537,2.19513
TE-006566,2347.421012,2319.803941,723.8,0,1,0,38303,1.00331,2.10431
TE-006567,2415.371339,2499.984463,2326.4,1,0,0,34243,1.01452,1.6053
TE-006568,2324.758747,2213.265057,833.4,1,0,0,20438,1.03052,1.77399
TE-006569,2337.423269,2376.58651,1028.6,1,0,0,39706,1.04509,1.97985
TE-006570,2337.423269,2373.732961,992.8,1,0,0,32131,1.03454,2.05415
TE-006571,2347.323839,2440.931345,875.9,1,0,0,37239,1.03948,1.7832
TE-006572,2415.371339,2295.4675,1908.1,1,0,0,21910,0.99019,1.77872
TE-006573,2368.143591,2477.834595,990.1,0,0,1,33159,0.99787,1.96458
TE-006574,2384.808275,2373.732961,328,1,0,0,45829,1.041,2.0355
TE-006575,2278.068216,2416.177713,1064.2,1,0,0,36051,,1.65951
TE-006576,2347.421012,2394.652159,629.3,1,0,0,47500,1.0629,1.68169
TE-006577,2402.475076,0,945.5,0,0,1,24968,1.05609,2.16071
TE-006578,2287.469184,2376.814976,1734.6,0,0,1,38595,1.04055,2.47816
TE-006579,2363.517172,2323.32636,279.9,0,0,1,45472,1.0144,2.14957
TE-006580,2363.220922,2332.539852,2525.5,1,0,0,25027,1.02361,2.31989
TE-006581,2347.421012,2449.516032,641.3,1,0,0,34603,1.03381,2.07332
TE-006582,2393.746127,0,818,1,0,0,19158,1.05131,2.26589
TE-006583,0,2409.861852,731,0,0,1,31916,1.00536,1.93565
TE-006584,2360.475293,2338.107605,2651.4,1,0,0,32486,1.01843,2.2057
TE-006585,2360.369685,2322.298305,1940.6,0,1,0,30063,1.04282,1.93057
TE-006586,2422.435157,2499.984463,547.4,0,1,0,29128,1.03453,2.34718
TE-006587,2287.469184,2348.170183,1070.5,0,0,1,5000,1.02445,1.7652
TE-006588,2400.164778,2420.506514,3006.8,1,0,0,30393,1.03092,1.98742
TE-006589,2381.780508,2436.060765,727,1,0,0,,0.98504,2.27492
TE-006590,2324.758747,2332.539852,957.7,0,0,1,21238,1.04015,2.35355
TE-006591,2384.808275,2431.125135,1467.1,1,0,0,34644,1.03679,2.27162
TE-006592,2386.745584,2288.001041,736.1,0,0,1,24837,0.97495,2.02374
TE-006593,2379.670669,2343.268614,1137.7,1,0,0,33537,1.02537,2.23215
TE-006594,2319.611823,2499.984463,443.4,1,0,0,28888,1.00808,2.17379
TE-006595,2330.211578,2431.125135,1227,1,0,0,18326,1.01637,2.24697
TE-006596,2360.369685,2396.610566,574.6,1,0,0,38787,0.99912,1.80351
TE-006597,2363.220922,2396.610566,1675.5,1,0,0,28050,1.03702,2.00136
TE-006598,2363.220922,2420.506514,2862.6,0,0,1,23181,1.00136,1.88594
TE-006599,2398.948371,2394.652159,595.3,1,0,0,45071,1.02919,2.18462
TE-006600,2398.948371,2344.086786,1658.9,0,0,1,40409,1.02115,1.92279
TE-006601,0,2322.298305,1224.1,0,0,1,35397,0.99195,2.09071
TE-006602,0,2350.789479,1110.6,0,0,1,29131,,2.0284
TE-006603,2400.164778,2360.440814,1705.4,1,0,0,46271,1.03093,2.50553
TE-006604,2341.754674,2478.807647,330.9,1,0,0,30316,1.03663,2.20436
TE-006605,2330.211578,2344.086786,261.3,1,0,0,35424,1.02104,1.90925
TE-006606,2330.211578,2360.440814,1462,1,0,0,35471,1.0022,2.02848
TE-006607,0,2314.56563,572.1,1,0,0,38390,1.03145,2.18958
TE-006608,2381.780508,2288.001041,1020.6,0,1,0,28058,1.02652,2.08376
TE-006609,2345.354121,2319.803941,574.7,1,0,0,30095,1.02294,2.2565
TE-006610,2422.435157,2365.846109,481.7,0,0,1,27044,1.03094,2.26803
TE-006611,2405.630936,2381.27122,2138.2,0,0,1,43577,1.00662,2.23872
TE-006612,2347.421012,2392.271247,1052.7,0,1,0,34512,1.06555,1.99428
TE-006613,2347.323839,2392.271247,717.3,1,0,0,40670,1.0368,2.63197
TE-006614,2391.87245,2319.338213,548.1,1,0,0,17531,1.02029,1.97197
TE-006615,2340.208547,2288.001041,3181.8,1,0,0,32246,1.01952,2.1492
TE-006616,2381.275964,2396.610566,753.8,0,0,1,42311,1.00575,1.94788
TE-006617,2371.33693,2449.516032,363.1,0,1,0,33488,1.05165,1.99963
TE-006618,2421.419866,2477.834595,1154.3,0,0,1,-37394,1.03539,2.21935
TE-006619,2324.758747,2320.498273,628.1,1,0,0,26584,1.01773,2.28542
TE-006620,2386.745584,2435.903949,632.8,1,0,0,38090,1.04367,1.79424
TE-006621,2373.978362,2361.203303,2016.7,1,0,0,18932,1.01969,2.37995
TE-006622,2368.143591,2418.125559,802.8,1,0,0,45228,1.03554,1.773
TE-006623,2405.200865,2323.32636,815.6,1,0,0,30088,1.02959,1.81447
TE-006624,2373.978362,2477.834595,1748.8,0,0,1,47500,1.0117,2.37745
TE-006625,2363.220922,2344.086786,387.2,0,1,0,29342,0.99762,1.94188
TE-006626,2400.164778,2413.018698,2025,1,0,0,24799,1.03762,1.9304
TE-006627,2324.758747,2409.776871,1421.2,0,1,0,25969,1.01353,2.23073
TE-006628,2391.87245,2394.652159,493.2,1,0,0,34680,0.99204,2.33123
TE-006629,2436.782429,2392.271247,940.7,0,1,0,40217,0.97711,1.97723
TE-006630,2324.519959,2342.508207,645.7,1,0,0,34684,1.04752,2.14704
TE-006631,2292.950558,2323.32636,1706.2,0,0,1,35879,1.02079,1.81509
TE-006632,2379.670669,2342.508207,899.1,1,0,0,,1.04775,2.30157
TE-006633,2405.200865,2478.807647,1662,1,0,0,29597,1.03506,2.62395
TE-006634,2399.973752,2288.001041,870.1,1,0,0,29851,1.01549,1.7577
TE-006635,2340.208547,2418.125559,2307.3,1,0,0,29312,1.04858,2.06396
TE-006636,2363.220922,2258.60468,2598,1,0,0,,1.01636,1.84535
TE-006637,2371.33693,2409.776871,2436.5,0,0,1,28498,1.02595,2.16687
TE-006638,2422.435157,0,848.9,1,0,0,23464,0.99227,1.99234
TE-006639,2319.611823,2438.853011,1739.4,1,0,0,20446,1.03602,2.31799
TE-006640,2368.143591,2394.652159,747.3,0,1,0,35550,1.03149,2.3394
TE-006641,0,2323.32636,921.7,1,0,0,20549,1.07973,2.2694
TE-006642,2422.435157,2416.13977,250.9,0,0,1,47500,1.01016,1.98553
TE-006643,0,2343.268614,419.3,0,1,0,47500,1.05733,2.39714
TE-006644,2341.754674,2343.268614,818,0,0,1,23770,1.04698,2.0182
TE-006645,2343.524375,0,620.9,1,0,0,41389,1.02133,2.09442
TE-006646,2371.33693,2319.803941,1222.2,1,0,0,26960,0.98562,2.05039
TE-006647,2415.371339,2394.652159,2178.6,0,0,1,28585,0.99522,2.1576
TE-006648,0,2396.610566,656.1,1,0,0,26109,1.06388,2.11615
TE-006649,2340.208547,2320.452,1047.6,0,1,0,31345,1.0567,2.15487
TE-006650,2304.903794,2343.268614,417.1,0,1,0,24832,1.01241,2.19757
TE-006651,2362.895358,2392.271247,739.6,1,0,0,28692,1.05204,1.83078
TE-006652,2400.164778,2392.271247,2203.7,1,0,0,-41206,1.02467,1.47185
TE-006653,2278.068216,2423.152774,1827.2,0,0,1,16868,1.02684,2.03726
TE-006654,2343.524375,2343.268614,699.6,0,0,1,33565,0.9993,2.40374
TE-006655,2327.602075,2314.56563,537.1,0,0,1,42767,1.05599,2.20635
TE-006656,2373.978362,2395.681045,1494.9,0,0,1,25009,1.01856,2.10721
TE-006657,2364.243526,2288.001041,826.9,1,0,0,40073,0.99349,1.8959
TE-006658,2330.211578,2409.861852,1239.5,0,0,1,37246,1.01159,1.88093
TE-006659,0,2376.814976,1495.4,0,0,1,32331,1.03765,2.03595
TE-006660,2360.369685,2368.183601,663.1,1,0,0,26337,0.99344,1.80675
TE-006661,2324.758747,2393.860138,1893.1,0,0,1,16910,1.07436,1.7764
TE-006662,2384.808275,2381.27122,2809.1,1,0,0,43500,0.97842,2.14896
TE-006663,2363.220922,2319.338213,1895.6,1,0,0,32732,1.03096,1.7585
TE-006664,2364.243526,2320.452,1276.6,1,0,0,18846,,2.04445
TE-006665,2364.243526,2314.56563,238.5,0,0,1,34512,1.00426,2.09847
TE-006666,2347.323839,2361.203303,628.7,1,0,0,33433,1.03393,2.26811
TE-006667,2405.630936,2360.440814,354.9,0,0,1,31327,1.06721,2.20431
TE-006668,2405.200865,0,1323.8,1,0,0,32073,1.02806,2.0476
TE-006669,2435.651745,2392.271247,245.2,1,0,0,37927,1.03292,2.15305
TE-006670,2319.611823,2478.807647,391.3,1,0,0,35011,0.9908,2.03825
TE-006671,2341.754674,2395.681045,1852.2,0,0,1,47500,0.98758,1.95586
TE-006672,2405.630936,2440.155246,185.6,0,0,1,40121,1.01491,1.92441
TE-006673,2319.611823,2288.001041,389.8,0,0,1,5000,0.99128,2.13144
TE-006674,2405.630936,0,333.4,0,0,1,35692,0.92902,2.20464
TE-006675,2399.973752,2365.846109,806,1,0,0,37229,0.91621,1.98191
TE-006676,2347.323839,2478.807647,1228.3,1,0,0,36719,,1.86436
TE-006677,2384.808275,2401.643216,2267.4,0,0,1,22600,0.91837,2.29206
TE-006678,2304.903794,2376.814976,581.7,0,1,0,-42297,0.94723,2.09753
TE-006679,2285.719116,2394.652159,261.7,0,0,1,34189,0.97694,2.05982
TE-006680,2381.275964,2350.789479,504.4,1,0,0,27292,0.98051,1.81023
TE-006681,2360.475293,2342.508207,986.1,0,0,1,47500,0.97857,2.02166
TE-006682,2319.611823,2320.498273,715.2,0,1,0,26770,0.96027,2.11499
TE-006683,2372.392688,2335.521141,1868.8,1,0,0,37232,0.9532,1.80885
TE-006684,2435.24564,0,716.1,1,0,0,30570,0.99082,2.53333
TE-006685,2415.371339,2478.807647,2696.9,0,0,1,36393,1.00139,2.16597
TE-006686,2400.164778,2570.85934,2126.1,0,0,1,37968,0.95519,2.14914
TE-006687,0,2358.454781,1076.1,1,0,0,40420,0.93409,2.07404
TE-006688,2285.719116,2478.807647,560.7,0,0,1,34576,1.03379,1.8557
TE-006689,2372.392688,2338.426828,327.8,1,0,0,27572,0.94283,2.30515
TE-006690,2373.978362,2348.170183,2059.8,0,0,1,32551,0.9602,1.84074
TE-006691,2319.611823,2365.846109,1115.8,1,0,0,47500,0.94764,2.33805
TE-006692,2341.228856,2314.794916,1276.1,1,0,0,38247,1.0334,2.26861
TE-006693,2330.211578,2343.268614,2004.7,0,0,1,26387,0.99773,2.16426
TE-006694,2331.999937,2322.298305,938.7,0,1,0,38659,0.96276,2.16819
TE-006695,2319.611823,2338.426828,1237.7,0,0,1,33839,0.95087,2.09252
TE-006696,2371.441718,2361.203303,179,1,0,0,23660,0.96881,1.75261
TE-006697,2381.780508,2396.610566,801,1,0,0,37166,1.01992,1.98951
TE-006698,2405.630936,2431.916096,1237.6,1,0,0,21444,0.96891,2.21753
TE-006699,2331.999937,0,1698.9,1,0,0,17924,,2.12374
TE-006700,2343.524375,2348.170183,698.2,0,0,1,17004,1.02794,1.7559
TE-006701,2381.780508,2360.440814,632.5,0,1,0,16593,0.99367,2.00931
TE-006702,2300.557875,2449.516032,598.3,0,0,1,37854,,2.38283
TE-006703,2345.354121,2338.107605,1868.2,1,0,0,-32407,1.02318,2.26228
TE-006704,2371.33693,0,1116.7,0,0,1,44150,0.94941,1.69809
TE-006705,2364.243526,2343.268614,375.3,1,0,0,26129,0.97834,1.92127
TE-006706,2360.369685,2300.372527,2297.7,1,0,0,37559,0.93183,2.01928
TE-006707,2381.780508,2319.803941,378.9,0,1,0,31076,0.94469,1.87109
TE-006708,2422.435157,2409.776871,1477.8,1,0,0,28773,0.97849,2.09081
TE-006709,2364.243526,2343.268614,366.8,0,1,0,36818,1.02332,1.73506
TE-006710,2398.948371,2319.338213,392.9,1,0,0,-27555,0.94105,1.70525
TE-006711,2364.243526,2440.155246,186,1,0,0,25608,0.97496,2.30149
TE-006712,2368.143591,2314.56563,742.4,1,0,0,28465,0.96832,1.84938
TE-006713,2343.524375,2342.508207,734.2,1,0,0,31806,0.99555,2.62375
TE-006714,2435.24564,2361.203303,70,1,0,0,22823,0.97786,2.06752
TE-006715,2415.371339,2323.32636,1924.2,1,0,0,36106,0.92201,2.39693
TE-006716,2399.973752,0,2137.9,1,0,0,24210,0.98337,1.89489
TE-006717,2422.435157,2438.853011,1006,0,0,1,30023,1.01226,1.8703
TE-006718,2391.87245,2440.931345,817.6,1,0,0,34419,0.95036,2.21271
TE-006719,2285.719116,2288.001041,815.8,1,0,0,16563,0.95484,2.0115
TE-006720,2319.611823,2322.298305,2522.9,1,0,0,33779,0.97955,2.01482
TE-006721,2402.475076,2410.21985,1878.7,1,0,0,40571,0.98928,2.00134
TE-006722,2373.978362,2358.454781,1468.9,1,0,0,29881,0.95985,1.8576
TE-006723,2341.754674,2333.621217,1220.9,0,1,0,30695,0.95368,2.07065
TE-006724,0,2325.536004,797.1,0,1,0,37199,0.97448,1.93253
TE-006725,2360.343076,2570.85934,871.6,0,0,1,23165,0.93915,2.14767
TE-006726,2360.343076,0,1249,0,0,1,39880,0.98237,2.01229
TE-006727,2319.611823,2322.298305,2520.8,1,0,0,41083,0.9733,2.07443
TE-006728,2347.421012,0,941.7,1,0,0,37174,0.99042,2.01583
TE-006729,2363.517172,2358.454781,1024.3,1,0,0,35084,0.98344,2.06764
TE-006730,2399.973752,2338.426828,826.8,1,0,0,34602,0.97208,1.86454
TE-006731,2399.973752,2368.183601,131.4,1,0,0,21591,1.01774,2.11508
TE-006732,2399.973752,2361.203303,358.9,1,0,0,22493,0.97629,1.94227
TE-006733,2319.611823,2360.440814,1314.3,1,0,0,33046,0.90848,1.92018
TE-006734,2286.313212,2320.498273,1019.8,1,0,0,39761,0.9549,2.36581
TE-006735,2393.746127,2320.498273,846,0,1,0,37580,0.99219,2.18473
TE-006736,2362.030533,2395.681045,1578.2,0,0,1,23444,0.9415,1.88749
TE-006737,2324.519959,2478.807647,525.4,0,1,0,20474,0.93968,1.94417
TE-006738,2417.105175,2350.789479,923.2,1,0,0,42063,0.9689,1.76916
TE-006739,2345.88247,2440.155246,681.8,1,0,0,31858,0.92875,2.07958
TE-006740,2435.651745,2394.652159,256.1,1,0,0,33496,1.01108,1.82394
TE-006741,2352.858014,2409.776871,383.3,1,0,0,21827,0.98419,2.21738
TE-006742,2360.369685,2358.126773,1279,1,0,0,37717,0.9749,2.16198
TE-006743,2415.371339,2322.298305,266.3,0,0,1,41038,0.94393,2.0716
TE-006744,2363.220922,2335.521141,401.8,1,0,0,35196,0.94302,1.84064
TE-006745,2292.950558,2320.452,615,0,1,0,29853,0.98923,2.26283
TE-006746,2415.371339,2322.298305,288,1,0,0,24555,0.94172,1.97005
TE-006747,0,2409.861852,1497.9,1,0,0,34504,0.91232,2.11549
TE-006748,2352.858014,2348.170183,1461.7,1,0,0,37089,0.98602,1.93154
TE-006749,2363.220922,2376.58651,2037.5,1,0,0,35315,0.9894,2.10448
TE-006750,2304.903794,2449.516032,147.8,0,1,0,30510,0.95691,1.82994
TE-006751,2405.630936,2323.32636,299.4,1,0,0,33822,0.95086,1.83211
TE-006752,2386.745584,2395.681045,1121.8,0,1,0,20050,0.93874,1.94955
TE-006753,2347.421012,2322.298305,1936.6,1,0,0,36160,1.00373,2.00204
TE-006754,2268.785714,2300.372527,2149.9,0,0,1,8396,0.96204,1.71575
TE-006755,2347.421012,2396.610566,1152,1,0,0,33188,0.94518,2.32468
TE-006756,2340.208547,2409.776871,719.2,1,0,0,26107,0.93319,2.1059
TE-006757,2363.517172,2258.60468,589.6,0,0,1,26876,0.95092,1.89367
TE-006758,0,2394.652159,2123.5,1,0,0,17841,0.9842,2.07457
TE-006759,2371.441718,2435.903949,345.9,1,0,0,47500,0.99563,2.16703
TE-006760,2343.524375,2344.086786,2449.7,1,0,0,47500,0.96726,1.66682
TE-006761,2364.243526,2420.506514,818.7,0,1,0,28832,1.00833,2.02861
TE-006762,2415.371339,2393.860138,377.3,1,0,0,32122,1.00089,2.35268
TE-006763,2362.030533,2342.508207,2172.4,0,0,1,29163,1.01275,1.74425
TE-006764,0,2418.125559,830.5,1,0,0,33359,0.95615,1.84959
TE-006765,2337.423269,2393.860138,2062.9,0,1,0,28604,0.95625,2.20419
TE-006766,2435.651745,2344.086786,2265.9,0,0,1,30740,,1.77329
TE-006767,2381.275964,2338.107605,1487.8,1,0,0,14385,0.99473,1.94987
TE-006768,2495.500445,2322.298305,1734.2,1,0,0,24344,0.93928,2.07713
TE-006769,2372.392688,0,550.4,0,1,0,42231,1.04877,2.42355
TE-006770,2381.780508,2344.086786,2011.6,0,0,1,35429,0.96731,1.6185
TE-006771,2421.419866,2319.338213,801.3,1,0,0,19278,0.97768,2.1433
TE-006772,2415.371339,2394.652159,2161.4,0,0,1,34277,0.99024,2.07259
TE-006773,2363.220922,2365.846109,2099.3,1,0,0,33184,0.99681,2.03983
TE-006774,2347.421012,2343.268614,280.9,0,1,0,17613,0.94848,2.19296
TE-006775,2435.651745,2300.372527,2267.4,1,0,0,27881,0.99485,2.31065
