pickup,delivery,distance,D,F,R,weight,date,mes,market_index,quote_signal
2319.611823,2417.105175,399.8,0,0,1,30945,2,6,1.22569,2.50915
2304.903794,2319.611823,160.9,0,0,1,15604,2,6,1.21133,2.72027
2324.519959,2341.228856,534.5,1,0,0,31533,2,6,1.20597,2.26179
2436.782429,2364.243526,538.7,0,0,1,37368,2,6,1.22342,2.54592
2340.208547,2285.719116,2259,1,0,0,38389,2,6,1.2735,1.95632
2399.973752,2435.651745,599.3,1,0,0,30589,2,6,1.20785,2.11932
2379.670669,2364.243526,987.3,1,0,0,30907,2,6,1.18544,2.11976
2347.421012,2337.423269,1038.5,1,0,0,29405,2,6,1.19345,2.00963
2435.651745,2340.208547,2396.5,1,0,0,47500,2,6,1.21531,2.01751
2372.392688,2381.780508,344.9,1,0,0,38148,2,6,1.21402,2.41879
2399.973752,2428.650697,1002.8,0,1,0,33840,2,6,1.21142,2.10621
2364.243526,2363.517172,216.9,1,0,0,33236,2,6,1.19912,2.60882
2324.758747,2330.555271,1865.7,1,0,0,26011,2,6,1.21333,1.95961
2360.343076,2364.243526,1071,0,1,0,27140,2,6,1.23499,2.21421
2495.500445,2436.782429,454.8,0,1,0,32218,2,6,1.219,2.5035
2341.754674,2372.242708,821.5,0,0,1,28879,2,6,1.24763,2.28029
2364.243526,2352.858014,1342.2,1,0,0,28882,2,6,1.18671,1.99403
2384.808275,2363.517172,667.2,1,0,0,32146,2,6,1.23383,2.1998
2405.200865,2495.500445,1032.9,1,0,0,32554,2,6,1.24795,2.11867
2422.435157,2399.973752,360.4,1,0,0,25347,2,6,1.21413,2.29144
2422.435157,2435.24564,70,0,1,0,46866,2,6,1.23161,3.34531
2436.782429,2287.469184,1160.6,1,0,0,45694,2,6,1.23086,2.11024
2324.519959,2428.650697,945,1,0,0,36262,2,6,1.21987,2.09981
2362.030533,2287.469184,1958.1,1,0,0,35831,2,6,1.22599,1.96351
2287.469184,2352.858014,846,0,0,1,38164,2,6,1.19809,2.50836
2379.670669,2435.24564,887,0,0,1,37012,2,6,1.24463,2.50994
2287.469184,2415.371339,1595.4,1,0,0,32527,2,6,1.18074,1.95401
2398.948371,2368.143591,1313.2,0,0,1,33453,2,6,1.16659,2.26767
2337.423269,2399.973752,826.9,0,0,1,37812,2,6,1.21693,2.49973
2398.948371,2360.343076,499.1,1,0,0,23405,2,6,1.20498,2.2692
2362.030533,2428.650697,3240,0,0,1,21038,2,6,1.23371,2.02727
2417.105175,2400.164778,3037.3,0,0,1,47121,2,6,1.23862,2.11254
2376.175448,2400.164778,3276.1,1,0,0,36745,2,6,1.22372,1.89811
2368.143591,2435.651745,789.9,1,0,0,23644,2,6,1.23452,2.05555
2360.475293,2381.780508,1002.9,0,0,1,30257,2,6,1.23371,2.34015
2304.903794,2337.423269,972.5,0,0,1,13863,2,6,1.23264,2.11353
2372.392688,2415.590078,322.2,1,0,0,19930,2,6,1.25139,2.48881
2417.105175,2405.200865,1876.7,0,0,1,41466,2,6,1.23679,2.28309
2337.423269,2330.555271,1969.8,1,0,0,15614,2,6,1.17664,1.87592
2363.220922,2398.948371,1666.1,0,1,0,20978,2,6,1.16406,2.17112
2386.745584,2415.371339,2392.1,1,0,0,32736,2,6,1.18374,1.86117
2405.630936,2360.343076,849.7,0,1,0,31701,2,6,1.23,2.3623
2300.557875,2292.950558,2430.1,0,0,1,32132,2,6,1.20866,2.18164
2495.500445,2435.651745,466.4,1,0,0,25752,2,6,1.1832,2.17041
2347.323839,2436.782429,974,1,0,0,29798,2,6,1.22682,2.10549
2330.211578,2391.87245,1723.9,1,0,0,33325,2,6,,1.9581
2330.211578,2393.746127,1496.1,0,0,1,35950,2,6,1.21114,2.2954
2415.590078,2363.220922,1672.5,1,0,0,30801,2,6,1.19067,2.04658
2278.068216,2287.469184,1191.9,0,1,0,15360,2,6,1.23909,2.19787
2341.228856,2417.105175,1299.8,1,0,0,24775,2,6,1.22886,1.92649
2415.371339,2362.895358,2594.9,0,1,0,31124,2,6,1.21943,2.0423
2371.441718,2391.87245,582.9,1,0,0,15120,2,6,1.19421,2.13396
2360.369685,2330.211578,1954,0,1,0,41016,2,6,1.22342,2.18386
2341.754674,2381.275964,1215.6,0,1,0,20489,2,6,1.20529,2.05296
2435.24564,2376.175448,1163.9,0,1,0,33542,2,6,1.18969,2.22615
2376.175448,2347.323839,1710.4,1,0,0,28470,2,6,1.19627,1.96349
2360.343076,2360.475293,1863,0,0,1,30180,2,6,1.22999,2.18162
2495.500445,2371.441718,315.8,1,0,0,27503,2,6,1.23955,2.38593
2415.371339,2343.524375,2526.3,0,1,0,26890,2,6,1.2501,1.95004
2341.228856,2278.068216,1668.1,1,0,0,33651,2,6,1.2161,1.99991
2371.33693,2330.211578,2886.9,1,0,0,12929,2,6,1.18485,1.72971
2324.519959,2343.524375,185.9,0,1,0,29569,2,6,1.22638,2.81221
2352.858014,2278.068216,409,1,0,0,28707,2,6,1.19814,2.45684
2386.745584,2330.211578,2109.5,0,0,1,36660,2,6,1.18939,2.20463
2343.524375,2341.228856,668.1,1,0,0,27985,2,6,1.19384,2.14359
2368.143591,2381.275964,1116.1,0,1,0,47500,2,6,1.2725,2.24599
2337.423269,2405.200865,1003,1,0,0,39234,2,6,1.19626,2.18849
2368.143591,2400.164778,3055,1,0,0,28751,2,6,1.21055,1.75382
2371.441718,2415.590078,417.7,0,1,0,24630,2,6,1.19147,2.49769
2304.903794,2384.808275,325.2,1,0,0,26851,2,6,1.22479,2.29168
2362.895358,2399.973752,476.8,0,0,1,36408,2,6,1.23961,2.45144
2292.950558,2371.441718,1706.9,1,0,0,15752,2,6,1.20298,1.95219
2415.371339,2345.354121,2304.2,1,0,0,42996,2,6,1.21607,1.93333
2436.782429,2398.948371,947.7,1,0,0,36861,2,6,1.26023,2.15272
2363.220922,2421.419866,1503.3,1,0,0,28038,2,6,1.21733,1.92704
2405.200865,2363.220922,1217.1,0,0,1,23457,2,6,1.24571,2.28589
2405.200865,2363.220922,1249.4,0,1,0,47500,2,6,1.21032,2.28734
2268.785714,2371.33693,1281.9,1,0,0,42020,2,6,1.19047,1.98108
2386.745584,2347.323839,810,0,0,1,30440,2,6,1.17363,2.4626
2386.745584,2285.719116,375,0,1,0,33592,2,6,1.21714,2.50807
2391.87245,2286.313212,865.1,1,0,0,35928,2,6,1.20272,2.26426
2363.517172,2337.423269,299.8,1,0,0,36821,2,6,1.22186,2.47546
2340.208547,2341.228856,2276.5,0,0,1,33529,2,6,1.24285,2.203
2435.651745,2362.030533,2471.3,0,1,0,18213,2,6,1.22562,1.96086
2435.651745,2379.670669,1089.9,0,1,0,46536,2,6,1.23449,2.33169
2352.858014,2360.475293,2098,1,0,0,26864,2,6,1.20929,1.98227
2319.611823,2422.435157,758.6,0,0,1,29074,2,6,1.22411,2.26348
2345.354121,2376.175448,992.3,1,0,0,22437,2,6,,1.99114
2304.903794,2386.745584,554.2,1,0,0,47500,2,6,1.19936,2.27003
2362.030533,2393.746127,2018,1,0,0,31285,2,6,1.16324,1.94691
2331.999937,2363.220922,1204.3,1,0,0,37518,2,6,1.23728,2.11408
2360.343076,2300.557875,1473,1,0,0,45280,2,6,1.20864,2.1222
2287.469184,2381.275964,728,1,0,0,27020,2,6,1.21834,2.15734
2372.242708,2436.782429,142.6,1,0,0,22365,2,6,1.26156,2.41863
2405.200865,2287.469184,509.6,0,0,1,27965,2,6,1.25618,2.61537
2368.143591,2343.524375,634.5,0,1,0,33975,2,6,1.22692,2.36073
2381.780508,2421.419866,1045.6,0,0,1,32710,2,6,1.1847,2.31622
2360.475293,2373.978362,2873.9,0,1,0,37478,2,6,1.1964,1.96867
2278.068216,2327.602075,1394.4,0,0,1,41037,2,6,1.19483,2.33666
2398.948371,2415.371339,1664.5,1,0,0,25986,2,6,1.18891,1.98475
2287.469184,2435.24564,665,1,0,0,23504,2,6,1.21,2.14972
2415.590078,2331.999937,572.5,1,0,0,29816,2,6,1.20995,2.31001
2330.211578,2373.978362,802.7,1,0,0,27298,2,6,1.22752,2.08731
2372.392688,2400.164778,1897.3,1,0,0,35176,2,6,1.1826,2.01061
2381.780508,2379.670669,916.1,1,0,0,31604,2,6,1.22212,2.13041
2405.630936,2300.557875,729.6,1,0,0,33711,2,6,1.23883,2.13838
2393.746127,2341.754674,1336.1,0,1,0,35810,2,6,1.20272,2.22005
2324.519959,2384.808275,514.8,1,0,0,29994,2,6,1.19357,2.17686
2287.469184,2300.557875,1087.5,1,0,0,34098,2,6,1.22706,2.13502
2337.423269,2386.745584,445,1,0,0,40978,2,6,1.16365,2.36998
2422.435157,2319.611823,740.8,1,0,0,41475,2,6,1.24484,2.06595
2384.808275,2372.392688,869.3,1,0,0,22450,2,6,1.23905,2.11152
2278.068216,2436.782429,1706.6,0,1,0,23600,2,6,1.25622,1.93141
2285.719116,2435.651745,446.9,1,0,0,27222,2,6,1.24445,2.28545
2417.105175,2345.354121,749.2,1,0,0,20986,2,6,1.23228,1.89977
2381.275964,2287.469184,747.6,0,0,1,32895,2,6,1.21915,2.44959
2330.211578,2386.745584,2032.1,1,0,0,47500,2,6,1.24316,2.03921
2347.323839,2372.392688,414.4,0,0,1,37022,2,6,1.23234,2.77248
2435.651745,2300.557875,396.8,0,0,1,36117,2,6,1.15641,2.67898
2435.651745,2381.275964,661.4,1,0,0,19180,2,6,1.19973,2.07566
2417.105175,2368.143591,105.8,0,0,1,43759,2,6,1.2191,3.11888
2292.950558,2300.557875,2378.1,1,0,0,31206,2,6,1.16848,1.86624
2341.754674,2405.630936,1103.5,1,0,0,20666,2,6,1.2053,1.95648
2363.517172,2435.651745,223.4,0,1,0,13602,2,6,1.21145,2.61128
2362.895358,2417.105175,357,1,0,0,23377,2,6,1.25749,2.20166
2287.469184,2360.369685,572.9,1,0,0,34704,2,6,1.24019,2.33432
2391.87245,2379.670669,973.8,0,0,1,32130,2,6,1.193,2.36741
2364.243526,2304.903794,537.2,0,0,1,22822,2,6,1.21719,2.31564
2330.555271,2372.392688,1716.8,0,1,0,43798,2,6,1.24785,2.19904
2417.105175,2363.517172,918.7,0,0,1,30821,2,6,1.26609,2.37624
2422.435157,2428.650697,1109.4,1,0,0,37541,2,6,1.20512,2.00836
2352.858014,2304.903794,1714.5,1,0,0,36598,2,6,1.23092,1.91644
2373.978362,2379.670669,1448.9,1,0,0,42054,2,6,1.22251,2.0662
2376.175448,2400.164778,3291.3,1,0,0,22152,2,6,1.22489,1.74445
2345.354121,2363.517172,592,0,0,1,29198,2,6,1.21343,2.44374
2399.973752,2415.371339,2226.1,0,0,1,47500,2,6,1.22965,2.15806
2360.343076,2384.808275,1616.2,1,0,0,27655,2,6,1.1779,1.96905
2398.948371,2428.650697,1578.1,1,0,0,31959,2,6,1.18728,2.00416
2495.500445,2376.175448,1227.3,1,0,0,29636,2,6,1.19074,2.09498
2364.243526,2415.371339,2176.2,1,0,0,34869,2,6,1.18824,1.88812
2324.758747,2495.500445,565.8,0,1,0,38325,2,6,1.23716,2.49222
2399.973752,2386.745584,489.1,1,0,0,26214,2,6,1.2046,2.24711
2268.785714,2376.175448,1189.3,1,0,0,27302,3,6,1.27792,1.94929
2398.948371,2371.441718,429.2,1,0,0,37086,3,6,1.29607,2.43147
2372.392688,2371.33693,1337.2,1,0,0,40598,3,6,1.2788,2.09505
2278.068216,2363.220922,452,0,1,0,28900,3,6,1.2582,2.4698
2363.220922,2343.524375,2426.6,0,0,1,39948,3,6,1.27959,2.23599
2363.517172,2415.371339,2053.9,1,0,0,45341,3,6,1.26439,2.06876
2331.999937,2304.903794,1689,1,0,0,22541,3,6,1.2769,1.86409
2405.630936,2330.211578,1688.7,1,0,0,22936,3,6,1.26173,2.00275
2287.469184,2372.242708,1195.9,1,0,0,23704,3,6,1.28511,2.02456
2379.670669,2495.500445,835.5,1,0,0,30416,3,6,1.29865,2.2669
2286.313212,2405.630936,518.9,0,1,0,32233,3,6,1.30899,2.6029
2379.670669,2402.475076,289,1,0,0,13457,3,6,1.31302,2.53686
2368.143591,2331.999937,1935.5,0,1,0,24595,3,6,1.2855,2.0697
2436.782429,2363.220922,2082.5,1,0,0,24694,3,6,1.30867,1.82395
2363.220922,2337.423269,2078.8,0,0,1,27869,3,6,1.25059,2.1694
2435.651745,2345.354121,629.9,0,0,1,22392,3,6,1.28283,2.34855
2386.745584,2360.475293,687.7,0,0,1,16612,3,6,1.29953,2.44182
2417.105175,2319.611823,395,1,0,0,33808,3,6,1.27537,2.30393
2278.068216,2371.33693,2612.3,0,0,1,31470,3,6,1.27763,2.03512
2405.630936,2285.719116,425.3,1,0,0,18955,3,6,1.27392,2.21965
2398.948371,2386.745584,721.3,1,0,0,29093,3,6,1.30777,2.24192
2330.211578,2360.343076,1040.8,0,1,0,36729,3,6,1.32545,2.34437
2436.782429,2386.745584,651.7,1,0,0,34790,3,6,1.31075,2.17895
2324.519959,2347.421012,943.3,1,0,0,28606,3,6,1.2907,2.13031
2324.758747,2347.421012,981.9,1,0,0,25900,3,6,1.26329,2.0986
2435.651745,2341.228856,580.2,1,0,0,22840,3,6,1.26399,2.13885
2372.392688,2363.517172,236,0,0,1,38857,3,6,1.21281,3.01965
2343.524375,2417.105175,582.8,1,0,0,37419,3,6,1.2485,2.2545
2360.369685,2421.419866,834.5,1,0,0,35654,3,6,1.3067,2.20363
2360.369685,2422.435157,455,1,0,0,45048,3,6,1.26943,2.41084
2415.371339,2319.611823,2699.9,0,0,1,32363,3,6,1.29715,2.02438
2330.211578,2324.519959,2083.8,0,1,0,9370,3,6,1.29437,1.95991
2362.030533,2415.590078,1984.7,0,0,1,25021,3,6,1.28743,2.17143
2384.808275,2435.24564,685.7,0,1,0,31705,3,6,1.35779,2.40776
2337.423269,2300.557875,679.3,0,0,1,27850,3,6,1.27961,2.53366
2393.746127,2417.105175,1320.4,0,0,1,26717,3,6,1.31104,2.25202
2324.758747,2285.719116,661.5,0,1,0,22848,3,6,1.29059,2.39746
2331.999937,2352.858014,417,1,0,0,31242,3,6,1.32084,2.48347
2341.754674,2381.275964,1203.3,0,1,0,30656,3,6,1.30875,2.13335
2343.524375,2437.607814,1999.7,0,1,0,44436,3,6,1.3198,2.21392
2363.517172,2285.719116,415.1,0,0,1,40880,3,6,1.27047,2.7174
2362.895358,2319.611823,271.2,0,1,0,35958,3,6,1.26223,2.57848
2360.475293,2399.973752,841.9,0,1,0,32213,3,6,1.30012,2.2339
2319.611823,2364.243526,699.7,1,0,0,11157,3,6,1.28714,1.99425
2363.517172,2331.999937,1035.8,0,0,1,34053,3,6,1.23499,2.46067
2381.275964,2345.354121,476.1,1,0,0,40963,3,6,1.25958,2.34035
2337.423269,2268.785714,186.4,0,1,0,22014,3,6,1.30394,2.78923
2428.650697,2347.421012,1177.7,1,0,0,32362,3,6,1.30769,1.98473
2372.242708,2304.903794,386.1,1,0,0,21360,3,6,1.32457,2.26692
2345.88247,2362.030533,2805.8,1,0,0,29229,3,6,1.26813,1.89966
2405.200865,2415.371339,1149.6,1,0,0,-25630,3,6,1.32144,2.10081
2360.475293,2362.030533,3078.7,0,1,0,39306,3,6,1.26792,2.04072
2381.275964,2400.164778,1924.4,0,1,0,35987,3,6,1.29733,2.18754
2345.354121,2343.524375,708.4,1,0,0,29102,3,6,1.31179,2.08697
2399.973752,2417.105175,809.5,0,0,1,37347,3,6,1.30416,2.45291
2341.754674,2341.228856,1326.8,0,1,0,35917,3,6,1.28394,2.18506
2300.557875,2287.469184,1093.3,1,0,0,38840,3,6,1.31519,2.16839
2435.651745,2292.950558,1966.2,0,1,0,20190,3,6,1.28064,2.05545
2363.517172,2324.519959,298,0,1,0,38177,3,6,1.27476,2.71024
2345.354121,2324.758747,877.7,1,0,0,32470,3,6,1.28767,2.16388
2319.611823,2268.785714,966,1,0,0,35602,3,6,1.28019,2.10534
2341.754674,2363.220922,2852.2,0,0,1,12664,3,6,1.2904,2.01265
2337.423269,2400.164778,2082.4,1,0,0,32562,3,6,1.27345,1.96446
2381.780508,2428.650697,1219.2,1,0,0,27467,3,6,1.25572,1.98508
2384.808275,2379.670669,1530.4,1,0,0,18170,3,6,1.28506,1.9807
2287.469184,2363.517172,563.2,0,1,0,34594,3,6,1.31851,2.48154
2331.999937,2352.858014,424.1,0,0,1,32966,3,6,1.34236,2.86103
2360.343076,2384.808275,1659.2,0,0,1,27265,3,6,1.28315,2.1953
2292.950558,2381.780508,1612.9,1,0,0,41775,3,6,1.25834,2.06277
2352.858014,2362.030533,1203.2,1,0,0,35922,3,6,1.28073,2.12645
2386.745584,2330.211578,2052.6,1,0,0,39183,3,6,1.29815,2.03272
2417.105175,2345.354121,743,0,0,1,31492,3,6,1.31055,2.35632
2436.782429,2422.435157,535.9,1,0,0,24954,3,6,1.30985,2.15604
2399.973752,2398.948371,873.5,0,1,0,37195,3,6,1.26279,2.32617
2363.220922,2330.211578,321,1,0,0,18168,3,6,1.30679,2.40423
2364.243526,2421.419866,1010.8,1,0,0,37893,3,6,1.32771,2.1467
2347.323839,2340.208547,1730.3,1,0,0,37807,3,6,1.29123,2.05505
2405.630936,2360.369685,383.9,1,0,0,31866,3,6,1.27761,2.47938
2435.651745,2363.220922,2182.9,0,0,1,26353,3,6,1.28771,2.12516
2363.220922,2384.808275,2642.6,1,0,0,31103,3,6,1.274,1.87833
2373.978362,2324.519959,2394.7,0,1,0,24755,3,6,1.29871,1.96597
2384.808275,2415.371339,2702.3,0,1,0,35795,3,6,1.2956,2.13369
2495.500445,2363.517172,342.8,1,0,0,21798,3,6,1.26065,2.33707
2341.754674,2417.105175,75.7,1,0,0,30722,3,6,1.2617,2.87248
2376.175448,2330.211578,2971.7,1,0,0,38191,3,6,1.33265,1.94489
2345.354121,2347.323839,981.5,1,0,0,47500,3,6,1.34345,2.19845
2319.611823,2360.369685,1031.6,0,0,1,31320,3,6,1.28529,2.22754
2362.030533,2405.630936,2235.9,1,0,0,41002,3,6,1.29112,2.04111
2343.524375,2381.275964,848.7,1,0,0,29271,3,6,1.33319,2.13507
2368.143591,2381.780508,936.4,0,1,0,32101,3,6,1.30319,2.19105
2363.517172,2337.423269,311.9,0,0,1,19557,3,6,1.2358,2.64652
2371.441718,2421.419866,824.1,0,1,0,42470,3,6,1.31222,2.46149
2495.500445,2331.999937,1031.6,0,0,1,41617,3,6,1.25513,2.50495
2340.208547,2341.228856,2274.3,0,0,1,40992,3,6,1.28856,2.22788
2341.754674,2347.421012,1026,0,0,1,31981,3,6,1.30048,2.27404
2379.670669,2400.164778,1318.6,0,1,0,32133,3,6,1.27733,2.2195
2436.782429,2398.948371,967.7,1,0,0,35200,3,6,1.30585,2.15362
2287.469184,2360.369685,595.4,0,0,1,23745,3,6,1.31106,2.58813
2391.87245,2330.211578,1754.5,0,0,1,32438,3,6,1.34171,2.20897
2330.211578,2345.354121,2054.9,0,1,0,26671,3,6,1.29892,2.00833
2415.371339,2341.228856,1991.1,0,1,0,31095,3,6,1.26268,2.10576
2347.421012,2399.973752,287.3,1,0,0,29543,3,6,1.27405,2.36046
2287.469184,2341.228856,456.4,1,0,0,33255,3,6,1.26552,2.48585
2364.243526,2379.670669,991.9,1,0,0,24006,3,6,1.28207,2.15092
2304.903794,2415.590078,1165.6,1,0,0,26252,3,6,1.27374,2.02391
2324.758747,2399.973752,832.4,0,0,1,18379,3,6,1.32193,2.35103
2368.143591,2343.524375,628.3,1,0,0,44260,3,6,1.32255,2.29128
2402.475076,2319.611823,1472,1,0,0,29290,3,6,1.27382,1.94899
2381.275964,2435.651745,641.6,1,0,0,24997,3,6,1.25869,2.15726
2327.602075,2287.469184,682.5,1,0,0,32038,3,6,1.28663,2.3
2381.275964,2363.517172,485.2,1,0,0,30737,3,6,1.26603,2.33987
2337.423269,2360.369685,161.8,1,0,0,30521,3,6,1.32,2.84905
2421.419866,2278.068216,1110.7,1,0,0,26606,3,6,1.29745,1.95155
2324.519959,2324.758747,458.9,1,0,0,42474,3,6,1.27334,2.41298
2360.369685,2371.441718,344.4,1,0,0,27064,3,6,1.295,2.34738
2436.782429,2347.323839,957.5,0,0,1,34095,3,6,1.25106,2.45975
2495.500445,2363.220922,1823.4,1,0,0,27208,3,6,1.30169,1.89343
2363.220922,2402.475076,1516.8,1,0,0,22730,3,6,1.36383,1.94882
2319.611823,2341.754674,406.5,1,0,0,18385,3,6,1.25155,2.15692
2399.973752,2268.785714,644.6,0,0,1,25474,3,6,1.31115,2.48656
2331.999937,2330.211578,949.9,1,0,0,29947,3,6,1.28129,2.06852
2324.758747,2384.808275,938.9,0,1,0,40463,3,6,1.25395,2.42553
2331.999937,2379.670669,200.2,1,0,0,14033,3,6,1.29348,2.68882
2360.475293,2327.602075,1106.7,0,0,1,25284,3,6,1.28401,2.17445
2347.323839,2379.670669,299.5,1,0,0,39423,3,6,1.28074,2.68774
2341.228856,2437.607814,1638.7,1,0,0,35224,3,6,1.33272,2.13066
2319.611823,2362.030533,2809.5,0,1,0,43908,3,6,1.29392,2.03214
2285.719116,2287.469184,900.3,1,0,0,27635,3,6,1.28971,2.09646
2330.211578,2379.670669,1029.1,1,0,0,35120,3,6,1.2731,2.20191
2304.903794,2405.630936,823.9,1,0,0,47500,3,6,1.31466,2.17197
2352.858014,2278.068216,406.7,0,0,1,27137,3,6,1.29298,2.71106
2386.745584,2399.973752,470,0,1,0,24750,3,6,1.31047,2.4377
2327.602075,2402.475076,695.9,0,0,1,31712,3,6,1.2277,2.60894
2324.758747,2360.369685,265.9,0,0,1,35815,3,6,1.24638,2.95706
2341.754674,2379.670669,1818.3,1,0,0,34067,3,6,1.23757,1.99494
2319.611823,2300.557875,614.6,1,0,0,34700,3,6,1.3005,2.14795
2286.313212,2363.517172,621.1,0,1,0,34409,3,6,1.28044,2.55483
2340.208547,2402.475076,1749.1,1,0,0,36753,3,6,1.30082,2.05984
2324.758747,2363.220922,1946.2,1,0,0,34991,3,6,1.28961,2.04114
2362.030533,2437.607814,804.2,1,0,0,35164,3,6,1.28914,2.14469
2371.33693,2384.808275,608.7,0,0,1,24468,3,6,1.29658,2.37033
2368.143591,2360.369685,952.6,0,0,1,36940,3,6,1.24974,2.44311
2360.475293,2363.220922,2915.2,0,0,1,40821,3,6,1.27274,2.15397
2435.651745,2372.392688,435.4,1,0,0,26171,3,6,1.27097,2.34692
2347.323839,2330.211578,1300.8,1,0,0,33214,3,6,1.29061,2.1618
2495.500445,2364.243526,273.8,0,0,1,42363,3,6,1.30197,3.03741
2436.782429,2437.607814,1564.7,0,1,0,45064,3,6,1.28183,2.16231
2393.746127,2341.228856,595.3,0,0,1,35813,3,6,1.26632,2.72024
2331.999937,2330.211578,946.2,0,0,1,32006,3,6,1.29384,2.40475
2364.243526,2422.435157,127.4,0,1,0,42941,3,6,1.3098,2.99825
2393.746127,2435.651745,593.3,0,0,1,38091,3,6,1.2543,2.56541
2287.469184,2402.475076,152.6,1,0,0,29259,3,6,1.21389,2.84858
2371.441718,2372.392688,192,1,0,0,33943,3,6,1.26199,2.80441
2379.670669,2345.354121,1232.7,0,0,1,27367,3,6,1.28477,2.24293
2435.651745,2381.780508,548.4,1,0,0,21956,3,6,1.2675,2.19911
2415.371339,2372.392688,1913.7,1,0,0,26549,3,6,1.25508,1.89076
2363.220922,2384.808275,2576.1,1,0,0,32966,3,6,1.29274,1.94982
2435.651745,2363.517172,199,1,0,0,38748,3,6,1.23426,2.67548
2422.435157,2495.500445,190.3,0,0,1,47500,3,6,1.27251,3.03838
2435.24564,2372.392688,215.5,1,0,0,24337,3,6,1.3338,2.5274
2330.211578,2435.651745,2036.6,0,0,1,36339,3,6,1.28847,2.28312
2278.068216,2341.754674,2497,0,0,1,28159,3,6,1.26168,2.09297
2435.651745,2337.423269,335.4,0,1,0,22185,3,6,1.32078,2.56859
2371.441718,2391.87245,562.9,1,0,0,23849,3,6,1.27763,2.2422
2405.200865,2391.87245,1187.8,0,0,1,33887,3,6,1.32469,2.41185
2372.392688,2352.858014,1022.7,0,0,1,33792,3,6,1.33802,2.49169
2371.33693,2292.950558,2688.4,0,0,1,47500,3,6,1.28108,2.17317
2400.164778,2352.858014,969.8,0,1,0,26783,3,6,1.28864,2.28757
2341.754674,2362.895358,384.9,0,1,0,30190,3,6,1.28231,2.46251
2379.670669,2304.903794,1499.8,0,0,1,35875,3,6,1.23024,2.23076
2381.275964,2437.607814,1249.6,1,0,0,37739,3,6,1.34617,2.06588
2428.650697,2324.758747,1360.5,0,1,0,47500,3,6,1.26226,2.32107
2278.068216,2384.808275,2223.2,0,1,0,33686,3,6,1.26615,2.10962
2360.369685,2330.211578,1933.1,0,1,0,37409,3,6,1.31371,2.22737
2376.175448,2436.782429,1145.9,1,0,0,31022,3,6,1.29725,1.97869
2376.175448,2324.758747,1322,1,0,0,27190,3,6,1.3137,2.01997
2391.87245,2324.758747,807,0,0,1,17235,3,6,1.29676,2.2161
2287.469184,2363.220922,1694.4,1,0,0,27217,3,6,1.3156,2.04714
2304.903794,2347.323839,1249.2,1,0,0,32349,3,6,1.29354,2.05748
2360.475293,2337.423269,1052.5,1,0,0,18616,3,6,1.28501,1.95344
2428.650697,2386.745584,901.5,0,1,0,27303,4,6,1.38534,2.24346
2341.754674,2368.143591,146.4,1,0,0,40103,4,6,1.36987,2.79835
2399.973752,2324.519959,666.2,1,0,0,19971,4,6,1.34123,2.10221
2287.469184,2373.978362,1812.9,1,0,0,24134,4,6,1.35168,1.93273
2398.948371,2371.33693,1604.3,0,1,0,31987,4,6,1.37199,2.17744
2363.220922,2319.611823,2641.3,1,0,0,31272,4,6,1.37017,1.87391
2330.211578,2340.208547,500.9,1,0,0,27005,4,6,1.33728,2.23008
2379.670669,2363.517172,884.7,0,1,0,39174,4,6,1.35928,2.37516
2347.323839,2362.030533,1813.2,0,1,0,29180,4,6,1.35405,2.22823
2415.371339,2398.948371,1680.3,1,0,0,28322,4,6,1.34266,1.99693
2360.343076,2371.33693,2116.4,1,0,0,39522,4,6,1.33999,1.95443
2347.421012,2435.651745,819.5,1,0,0,39097,4,6,1.3985,2.16981
2364.243526,2341.228856,693.3,0,1,0,33413,4,6,1.38301,2.49736
2399.973752,2324.758747,814.5,0,1,0,37727,4,6,1.37597,2.4148
2415.590078,2340.208547,1873.4,0,1,0,31622,4,6,1.37431,2.26519
2324.758747,2391.87245,778.5,0,1,0,17699,4,6,1.36215,2.27006
2399.973752,2360.343076,1300.7,1,0,0,47500,4,6,1.32562,2.16438
2435.651745,2347.323839,814.3,0,1,0,31785,4,6,1.37695,2.39513
2319.611823,2330.211578,2453.2,1,0,0,18285,4,6,1.32415,1.77353
2292.950558,2399.973752,1841.2,0,0,1,42989,4,6,1.36696,2.20116
2292.950558,2384.808275,2345.9,1,0,0,,4,6,1.37442,1.8584
2347.323839,2285.719116,818.1,1,0,0,32595,4,6,1.37136,2.19656
2345.88247,2330.211578,2457.3,1,0,0,43264,4,6,1.38091,2.00684
2415.371339,2364.243526,2172.6,1,0,0,24253,4,6,1.37235,1.86381
2368.143591,2341.228856,1278.1,0,0,1,24071,4,6,1.34623,2.12885
2400.164778,2360.369685,2324.2,0,0,1,37491,4,6,1.3894,2.37237
2495.500445,2417.105175,1017.2,1,0,0,29795,4,6,1.37275,1.99876
2363.220922,2381.275964,1671.2,1,0,0,27336,4,6,1.34395,1.98584
2341.754674,2368.143591,139,1,0,0,47133,4,6,1.38197,2.7763
2362.030533,2428.650697,3362.3,1,0,0,36973,4,6,1.37274,1.99146
2362.030533,2347.323839,1780,1,0,0,30772,4,6,1.33005,1.96695
2330.211578,2402.475076,1265.1,1,0,0,34081,4,6,1.36062,2.17801
2435.24564,2368.143591,885.3,0,0,1,17347,4,6,1.33954,2.29326
2319.611823,2278.068216,2167.4,1,0,0,34913,4,6,1.35606,1.95605
